Date,Station1_CO,Station1_NO2,Station1_NOx,Station1_PM10,Station1_SO2,Station2_CO,Station2_NO2,Station2_NOx,Station2_O3,Station2_PM10,Station2_SO2,temp,humidity,precip,precipcover,cloudcover,windspeed,visibility,is_heating_season,is_work_day,winddir_sin,winddir_cos
2014-05-14,179.0,18.3,30.4,14.0,2.1,823.0,15.1,20.3,65.3,12.0,5.2,13.3,82.4,0.596,8.33,91.3,39.5,21.8,0,1,0.3139924559674049,0.949425477641904
2014-05-15,171.0,15.0,24.5,9.0,2.1,851.0,9.0,12.6,76.4,8.0,5.2,12.7,86.5,2.979,4.17,90.7,39.6,26.3,0,1,0.2062041853966296,0.9785089851017784
2014-05-16,313.0,33.3,65.7,13.0,2.5,846.0,15.0,19.6,53.9,8.0,5.8,13.6,82.6,0.993,8.33,78.1,21.6,25.9,0,1,0.2957080500440466,0.9552783621223436
2014-05-17,310.0,30.6,47.5,11.0,2.0,826.0,9.4,12.8,63.4,8.0,4.6,13.4,88.3,16.186,12.5,72.8,21.4,21.2,0,0,-0.7880107536067221,-0.6156614753256581
2014-05-18,361.0,29.5,52.3,16.0,2.0,828.0,8.1,12.3,57.8,11.0,4.3,14.0,84.4,1.986,4.17,68.6,18.0,11.0,0,0,-0.3599968081200512,-0.932953534825489
2014-05-19,458.0,46.8,84.7,23.0,2.4,812.0,19.2,29.7,74.4,14.0,5.1,16.0,72.4,0.0,0.0,22.1,11.2,21.3,0,0,0.5075383629607041,-0.8616291604415258
2014-05-20,434.0,45.9,72.1,26.0,2.3,782.0,24.3,29.2,71.9,17.0,5.0,19.0,64.3,0.0,0.0,13.3,11.2,22.6,0,1,0.9999939076577904,-0.0034906514152236
2014-05-21,432.0,45.9,74.2,27.0,2.4,771.0,24.7,29.1,72.7,18.0,5.0,20.5,60.3,0.0,0.0,10.8,7.3,23.7,0,1,0.9879598657693892,0.1547103862994682
2014-05-22,342.0,48.1,80.3,31.0,3.6,727.0,15.3,17.6,77.7,22.0,5.4,21.9,59.4,0.0,0.0,8.4,10.8,22.3,0,1,0.8878153851364013,-0.4601997847838516
2014-05-23,253.0,45.8,68.2,33.0,4.6,547.0,16.9,19.1,62.1,24.0,4.6,22.7,56.8,0.0,0.0,4.1,14.4,26.5,0,1,0.9950555699612262,0.0993197497436391
2014-05-24,211.0,27.6,40.5,33.0,4.5,602.0,14.9,16.9,61.2,30.0,5.2,22.1,60.3,0.0,0.0,49.1,14.4,20.0,0,0,0.74080459628675,0.6717205893229903
2014-05-25,197.0,22.3,30.8,23.0,4.1,611.0,10.6,11.9,63.4,21.0,4.0,21.7,69.1,0.197,4.17,42.7,18.0,18.7,0,0,-0.9003187714021934,0.4352310993723277
2014-05-26,222.0,31.2,44.5,21.0,4.4,540.0,24.9,39.0,56.1,16.0,3.7,20.6,73.0,1.003,4.17,49.3,16.8,22.9,0,0,0.9205048534524404,0.3907311284892737
2014-05-27,237.0,34.1,56.3,23.0,4.5,493.0,8.7,10.2,55.0,17.0,4.0,19.6,82.2,0.022,8.33,52.9,21.6,19.8,0,1,0.027921638723569,-0.9996101150403544
2014-05-28,277.0,43.9,75.1,19.0,4.3,417.0,7.7,9.7,68.1,10.0,4.1,18.6,70.7,0.885,4.17,61.0,18.0,26.1,0,1,-0.4924235601034669,-0.8703556959398998
2014-05-29,284.0,38.9,67.0,17.0,4.1,490.0,9.4,11.7,57.6,9.0,4.6,17.0,72.4,0.0,0.0,45.3,21.6,27.3,0,1,-0.6743023875837234,-0.7384553406258838
2014-05-30,197.0,15.0,26.8,19.0,3.8,484.0,6.6,10.4,46.7,19.0,4.2,14.4,66.1,0.0,0.0,51.5,28.8,24.7,0,1,0.1132032137679067,0.9935718556765876
2014-05-31,197.0,10.4,17.5,16.0,3.7,486.0,6.1,8.9,61.3,16.0,4.4,13.7,62.7,0.0,0.0,85.8,32.2,21.7,0,0,0.0888942968664415,0.9960410654107696
2014-06-01,221.0,9.9,15.9,10.0,3.6,467.0,9.6,13.2,66.1,9.0,5.2,15.6,65.4,0.198,4.17,95.3,25.1,20.9,0,0,-0.0784590957278447,0.996917333733128
2014-06-02,263.0,20.9,31.4,12.0,3.7,452.0,11.5,14.6,63.2,9.0,4.5,15.1,69.0,0.108,8.33,90.7,18.0,24.1,0,0,-0.5591929034707466,0.8290375725550418
2014-06-03,317.0,30.5,54.9,17.0,4.0,612.0,11.7,15.2,70.5,11.0,3.8,15.6,62.3,0.0,0.0,35.5,17.9,24.8,0,1,-0.9950555699612262,-0.0993197497436392
2014-06-04,293.0,34.0,51.0,17.0,3.8,672.0,20.3,28.2,74.8,14.0,4.2,17.4,58.0,0.0,0.0,17.8,14.2,28.2,0,1,-0.8280603346224944,0.5606389945632418
2014-06-05,370.0,42.9,83.6,27.0,4.1,570.0,28.5,38.3,74.8,20.0,4.9,19.8,53.9,0.0,0.0,12.1,11.2,26.3,0,1,-0.4848096202463369,0.8746197071393959
2014-06-06,276.0,31.3,42.9,22.0,3.9,500.0,17.3,21.1,84.8,21.0,4.4,21.6,52.9,0.0,0.0,17.5,17.7,27.0,0,1,-0.3123349185122325,0.9499720515246524
2014-06-07,256.0,17.8,24.4,22.0,3.8,559.0,13.4,16.3,94.8,19.0,5.3,24.1,51.0,0.0,0.0,7.3,17.8,23.3,0,0,0.297374874077786,0.9547607995027976
2014-06-08,261.0,13.2,19.3,20.0,3.6,586.0,14.7,17.4,79.3,20.0,5.2,25.2,48.3,0.0,0.0,37.9,14.5,18.7,0,0,0.2706004459758636,0.9626917464264788
2014-06-09,264.0,16.3,22.7,24.0,3.8,645.0,19.7,23.8,70.3,21.0,5.2,25.9,46.2,0.0,0.0,13.3,17.9,25.0,0,0,0.4832823832550023,0.8754645270000179
2014-06-10,364.0,28.0,66.6,37.0,4.9,737.0,21.1,28.8,84.7,26.0,5.8,26.5,46.8,0.0,0.0,28.9,28.4,26.7,0,1,-0.3370952584230822,0.9414705448120378
2014-06-11,275.0,19.6,27.3,23.0,2.7,668.0,15.6,17.8,98.6,19.0,5.7,26.1,42.9,0.0,0.0,36.8,25.0,26.7,0,1,0.2739592186924324,0.9617413095492112
2014-06-12,274.0,20.0,27.9,20.0,2.7,340.2,15.279999999999998,16.88,98.6,20.2,3.84,24.5,43.0,0.0,0.0,49.3,24.8,30.5,0,1,0.1270646086013505,0.9918944425900296
2014-06-13,288.0,18.9,26.5,23.0,2.6,396.2,8.8,9.5,96.0,18.0,3.76,23.3,47.3,0.0,0.0,45.3,25.1,27.8,0,1,0.1478094111296106,0.9890158633619168
2014-06-14,280.0,13.6,21.1,15.0,2.8,297.0,15.7,17.0,70.2,14.0,3.64,18.6,49.7,0.0,0.0,56.2,24.8,21.3,0,0,0.540240320477655,0.8415107819453062
2014-06-15,266.0,9.4,15.7,13.0,2.8,237.6,10.1,11.3,66.4,13.0,3.64,18.1,52.8,0.0,0.0,35.1,28.5,27.2,0,0,0.3923371166035614,0.9198214973217376
2014-06-16,253.0,17.4,28.5,15.0,2.8,370.4,10.4,11.8,64.1,14.0,3.64,18.2,50.8,0.0,0.0,59.9,25.0,22.9,0,0,0.2907021935982524,0.9568135840576074
2014-06-17,266.0,24.9,36.2,20.0,2.8,237.6,18.4,20.0,65.9,20.0,3.64,18.9,46.4,0.0,0.0,89.9,14.6,27.7,0,1,0.5821229701572894,0.8131007610470277
2014-06-18,267.0,21.3,30.5,20.0,3.0,281.2,25.2,31.1,66.9,18.0,3.62,20.2,43.3,0.0,0.0,18.2,24.9,26.4,0,1,0.4863353804234905,0.8737722230354652
2014-06-19,286.0,22.2,31.9,20.0,3.0,344.0,18.3,21.2,72.4,20.0,5.5,20.6,46.3,0.0,0.0,28.2,17.9,24.8,0,1,0.3173046564050921,0.9483236552061992
2014-06-20,293.0,23.4,39.5,22.0,2.9,333.0,13.8,15.4,58.6,20.0,5.0,17.9,64.9,7.83,4.17,59.5,25.2,22.8,0,1,-0.0017453283658984,0.9999984769132876
2014-06-21,272.0,13.5,21.3,12.0,3.0,264.0,10.5,11.5,57.1,14.0,4.7,18.2,54.8,0.062,4.17,68.4,18.0,20.0,0,0,-0.8910065241883679,0.4539904997395466
2014-06-22,301.0,18.1,31.4,14.0,3.1,238.0,11.6,12.2,59.2,14.0,3.9,17.5,51.3,0.003,4.17,32.8,21.7,25.8,0,0,-0.999945169365512,-0.0104717841162462
2014-06-23,396.0,35.1,64.5,20.0,3.2,227.0,17.4,19.3,71.1,16.0,3.6,20.4,50.1,0.0,0.0,31.0,28.6,24.3,0,0,-0.9822872507286888,-0.1873813145857246
2014-06-24,391.0,32.6,52.3,16.0,3.4,273.0,23.4,26.6,57.8,18.0,2.8,18.0,72.1,0.534,8.33,82.6,16.0,17.3,0,1,-0.6896195437356704,0.7241718614374669
2014-06-25,437.0,33.8,62.6,19.0,3.2,268.0,20.0,25.7,54.0,15.0,2.3,17.1,80.6,0.196,8.33,91.2,14.2,14.1,0,1,0.9905094632383088,-0.1374445460371466
2014-06-26,355.0,23.4,39.4,15.0,3.2,242.0,13.8,15.7,61.1,12.0,4.2,17.8,65.9,0.002,4.17,62.2,32.2,19.4,0,1,-0.984807753012208,0.1736481776669299
2014-06-27,313.0,20.8,31.7,11.0,3.5,257.0,30.5,45.7,55.9,10.0,5.5,18.2,51.9,0.0,0.0,31.4,21.4,30.7,0,1,0.3616245700820923,0.9323238012155122
2014-06-28,367.0,31.3,52.3,17.0,3.5,268.0,17.4,19.1,65.2,16.0,4.8,19.9,47.7,0.0,0.0,34.1,10.8,28.0,0,0,0.8910065241883679,-0.4539904997395467
2014-06-29,303.0,21.0,29.9,23.0,2.9,270.0,6.9,7.6,88.9,23.0,7.3,23.2,50.7,0.0,0.0,35.8,35.7,20.8,0,0,0.0366437087065563,-0.9993283937786562
2014-06-30,371.0,35.2,55.1,25.0,3.1,301.0,9.2,10.0,73.7,22.0,5.8,22.5,61.8,14.809,8.33,72.4,42.8,20.4,0,0,-0.3420201433256686,-0.9396926207859084
2014-07-01,307.0,20.0,31.5,11.0,3.4,346.0,9.4,10.9,64.4,9.0,3.3,17.9,73.8,0.592,16.67,81.8,21.2,22.8,0,1,-0.8964864303834407,0.4430711908241794
2014-07-02,343.0,31.1,48.8,16.0,3.5,337.0,14.1,16.5,72.3,13.0,3.3,19.9,62.7,0.0,0.0,46.9,14.3,24.5,0,1,0.3436596945856161,-0.9390942520947092
2014-07-03,319.0,21.7,31.5,12.0,3.7,347.0,20.5,24.3,68.1,11.0,2.9,18.1,67.9,7.081,12.5,53.0,28.5,22.7,0,1,0.0854169231373674,0.9963452961909064
2014-07-04,367.0,32.8,49.5,19.0,3.6,300.0,24.6,32.2,66.4,16.0,3.4,19.6,58.2,0.0,0.0,6.7,14.3,27.3,0,1,0.8120835268918062,0.5835412113561176
2014-07-05,357.0,25.2,35.3,18.0,3.7,205.0,17.7,19.2,74.9,17.0,4.8,21.7,55.6,0.007,4.17,23.5,14.1,22.7,0,0,0.999559860119384,-0.0296662440851108
2014-07-06,384.0,26.9,43.2,23.0,3.8,214.0,14.9,16.1,77.1,21.0,3.9,24.5,55.0,0.0,0.0,40.3,10.7,20.0,0,0,0.3007057995042733,-0.9537169507482268
2014-07-07,401.0,33.8,49.2,29.0,3.6,230.0,26.9,29.1,76.8,26.0,3.6,25.7,56.6,0.0,0.0,10.3,10.8,24.2,0,0,0.9882283814465528,0.1529858362840381
2014-07-08,412.0,35.2,52.3,30.0,3.5,235.0,13.4,14.5,71.3,26.0,4.0,24.2,65.6,0.363,8.33,43.9,46.4,20.6,0,1,0.4415058527917448,-0.8972583696743286
2014-07-09,405.0,27.2,50.5,19.0,3.5,246.0,11.9,13.2,55.7,14.0,2.8,20.0,87.0,23.136,20.83,74.4,28.4,18.1,0,1,0.0488497697956134,-0.998806137341434
2014-07-10,401.0,29.5,52.2,16.0,3.4,240.0,11.1,12.1,64.9,11.0,3.0,20.9,71.7,0.001,4.17,60.6,10.8,21.0,0,1,0.3875155864521031,-0.9218631515885004
2014-07-11,409.0,25.8,49.6,13.0,3.2,263.0,14.1,16.0,47.1,9.0,2.5,17.6,93.2,11.499,25.0,91.0,21.3,13.2,0,1,0.6639262126522414,-0.747798090498532
2014-07-12,401.0,20.6,34.9,10.0,3.7,261.0,9.4,10.3,49.0,9.0,2.5,18.1,82.3,0.123,12.5,60.9,22.3,19.8,0,0,-0.9018325264051138,-0.4320857488019822
2014-07-13,428.0,24.5,39.1,16.0,3.7,259.0,9.8,10.7,61.4,15.0,2.4,21.1,70.2,0.014,4.17,25.9,14.4,18.4,0,0,-0.0401317925325597,-0.999194395114446
2014-07-14,451.0,33.6,56.7,23.0,3.7,270.0,15.9,17.6,64.0,18.0,2.3,21.7,70.9,0.206,4.17,42.9,17.8,23.9,0,0,-0.3502073812594672,-0.9366721892483976
2014-07-15,426.0,25.4,37.2,21.0,3.8,279.0,15.8,18.2,65.2,19.0,2.3,23.0,68.2,0.0,0.0,21.4,17.9,21.9,0,1,0.3583679495453002,0.9335804264972016
2014-07-16,424.0,23.5,32.2,24.0,3.8,289.0,15.6,17.3,83.7,23.0,3.2,24.9,58.3,0.0,0.0,29.2,21.5,27.7,0,1,0.4663866403398912,0.8845809752150839
2014-07-17,416.0,19.8,29.0,22.0,3.8,296.0,15.7,17.5,73.9,21.0,3.1,23.1,64.3,0.0,0.0,60.1,25.1,24.9,0,1,0.4368017883677021,0.8995577789551803
2014-07-18,432.0,20.9,30.6,22.0,4.1,308.0,12.9,14.5,68.5,20.0,2.9,23.5,67.3,0.596,8.33,68.4,30.3,23.4,0,1,0.4430711908241797,0.8964864303834406
2014-07-19,427.0,18.2,26.2,18.0,4.1,312.0,16.6,19.9,72.9,17.0,3.2,24.6,59.9,0.0,0.0,17.0,21.4,23.8,0,0,0.5750052520432786,0.8181497174250234
2014-07-20,447.0,22.8,32.4,22.0,4.0,321.0,16.9,19.8,75.0,21.0,3.0,25.4,53.5,0.0,0.0,8.1,10.8,21.8,0,0,0.992546151641322,0.1218693434051474
2014-07-21,499.0,44.0,67.9,28.0,3.8,329.0,10.6,11.4,79.7,25.0,2.2,25.0,58.5,0.0,0.0,50.9,17.6,20.9,0,0,0.0209424198833566,-0.9997806834748456
2014-07-22,486.0,28.3,53.4,22.0,3.5,349.0,12.3,13.5,53.3,18.0,1.5,21.4,85.7,3.026,8.33,82.2,17.9,15.6,0,1,0.9953961983671789,0.095845752520224
2014-07-23,455.0,21.4,33.3,11.0,3.5,355.0,15.9,17.9,54.8,7.0,1.4,19.2,89.3,2.521,25.0,91.3,21.4,16.0,0,1,0.4954586684324075,0.8686315144381913
2014-07-24,304.0,24.9,35.1,13.0,2.5,358.0,12.3,13.7,57.6,12.0,1.4,21.3,77.5,1.348,8.33,71.7,10.8,19.0,0,1,-0.5807029557109397,0.8141155183563192
2014-07-25,221.0,33.1,48.5,21.0,3.0,362.0,18.3,20.9,63.3,17.0,1.4,23.0,69.8,0.005,4.17,43.6,14.2,21.3,0,1,0.9731788727770884,0.2300497371881044
2014-07-26,261.0,33.1,43.3,22.0,3.5,379.0,15.1,16.7,62.9,17.0,1.4,23.8,69.5,0.142,4.17,23.5,14.3,15.6,0,0,0.9997806834748456,0.020942419883357
2014-07-27,173.0,22.3,25.7,21.0,3.5,382.0,8.9,10.2,74.2,18.0,1.8,23.0,72.3,1.929,4.17,58.3,14.5,18.7,0,0,0.8231363685344418,0.5678437450531013
2014-07-28,262.0,41.3,62.9,24.0,3.6,390.0,13.0,14.7,65.7,19.0,1.3,22.8,73.3,0.05,12.5,79.8,17.8,21.6,0,0,0.8367643134589617,-0.5475632234925502
2014-07-29,246.0,40.2,52.8,19.0,3.8,405.0,11.9,12.7,66.3,15.0,1.7,21.1,83.6,2.587,29.17,84.6,13.9,14.8,0,1,0.7289686274214118,-0.6845471059286884
2014-07-30,281.0,42.2,65.6,26.0,3.8,302.0,12.9,14.7,62.7,19.0,3.8,23.5,74.2,0.113,8.33,40.0,14.3,15.4,0,1,0.99556196460308,0.0941083133185145
2014-07-31,234.0,35.2,44.3,16.0,3.8,217.0,13.1,14.1,79.6,14.0,2.7,23.9,73.4,0.111,12.5,78.9,23.2,21.0,0,1,0.9426414910921784,0.3338068592337709
2014-08-01,281.0,40.1,49.1,26.0,3.6,224.0,14.9,17.5,73.2,22.0,2.9,25.6,62.6,0.193,4.17,13.9,21.3,21.8,0,1,0.9694453498951388,0.2453073858788027
2014-08-02,266.0,26.7,31.7,29.0,3.6,231.0,22.2,26.8,78.5,26.0,3.3,25.7,55.6,0.0,0.0,22.9,21.4,17.8,0,0,0.9077774785329088,0.4194520824461771
2014-08-03,287.0,26.1,33.4,25.0,3.6,244.0,18.1,19.9,75.7,25.0,2.9,25.0,59.4,0.099,4.17,32.7,14.3,18.2,0,0,0.8517269341430477,0.5239859059700791
2014-08-04,323.0,40.8,59.1,31.0,3.9,249.0,16.6,20.1,65.3,25.0,3.2,24.2,70.1,0.0,0.0,78.6,17.8,20.6,0,0,-0.9971851335251156,-0.0749787268263276
2014-08-05,304.0,38.5,44.8,25.0,4.1,249.0,13.5,14.3,91.9,22.0,2.6,24.8,58.7,0.0,0.0,68.0,18.1,18.8,0,1,0.9184463813430872,0.395545502562965
2014-08-06,310.0,32.6,36.9,29.0,4.3,264.0,14.8,16.2,78.7,24.0,3.3,22.8,70.7,0.04,8.33,79.3,21.5,17.5,0,1,0.4954586684324075,0.8686315144381913
2014-08-07,353.0,38.2,48.7,25.0,4.4,271.0,13.4,14.5,71.5,20.0,2.5,21.7,78.3,0.675,4.17,77.5,17.9,16.6,0,1,0.8625136692072575,0.5060337641211637
2014-08-08,459.0,49.9,81.6,25.0,5.0,286.0,16.0,17.4,50.4,17.0,2.2,20.6,89.4,8.126,25.0,76.7,21.0,8.5,0,1,0.4939418665842309,-0.869494929505219
2014-08-09,442.0,38.0,56.8,20.0,4.7,287.0,16.6,18.5,61.0,17.0,2.4,21.5,77.4,0.097,4.17,14.6,10.7,11.6,0,0,0.4878596591387326,-0.8729220772698096
2014-08-10,435.0,38.3,49.6,25.0,4.6,289.0,16.3,17.5,73.9,21.0,2.5,24.4,65.9,0.0,0.0,12.6,10.8,13.3,0,0,0.369746757273829,-0.9291325715340564
2014-08-11,439.0,52.9,71.0,28.0,4.8,293.0,12.1,13.4,75.4,24.0,3.1,25.1,65.9,0.0,0.0,28.9,17.8,20.7,0,0,0.1236014767404926,-0.9923319378854888
2014-08-12,390.0,32.1,52.3,27.0,5.2,298.0,11.1,12.3,49.8,17.0,2.2,22.5,81.7,0.0,0.0,43.4,14.4,15.5,0,1,-0.0645323082529577,0.997915618272179
2014-08-13,437.0,48.5,60.9,34.0,5.1,309.0,12.0,14.9,71.6,31.0,4.9,25.0,69.8,0.0,0.0,33.1,21.5,17.8,0,1,0.7477980904985319,-0.6639262126522416
2014-08-14,408.0,36.2,47.7,24.0,5.0,375.2,19.78,27.920000000000005,71.6,23.2,2.8,23.3,71.3,3.074,8.33,34.2,32.0,21.9,0,1,-0.999194395114446,-0.04013179253256
2014-08-15,482.0,43.3,71.9,18.0,5.3,315.0,11.3,12.8,53.0,12.0,1.9,18.1,81.7,12.952,8.33,57.2,14.3,16.6,0,1,-0.6652303546543608,-0.7466381822853915
2014-08-16,394.0,28.1,35.9,12.0,5.3,314.0,9.3,10.0,63.8,8.0,1.9,18.7,70.4,0.0,0.0,38.0,25.1,20.9,0,0,-0.9990482215818578,-0.0436193873653361
2014-08-17,396.0,25.2,32.7,14.0,5.4,319.0,11.5,12.6,61.1,10.0,2.4,18.1,65.0,0.0,0.0,43.1,21.4,22.0,0,0,-0.0558215049931641,0.998440764181981
2014-08-18,525.0,57.4,101.9,21.0,5.5,316.0,11.8,13.1,60.0,12.0,1.9,18.0,66.1,0.0,0.0,15.4,14.3,27.3,0,0,-0.2806667089207877,-0.9598052919751868
2014-08-19,545.0,59.7,84.2,24.0,5.5,330.0,14.1,15.8,68.3,20.0,4.4,20.4,61.0,0.0,0.0,40.5,21.4,28.4,0,1,0.0034906514152236,-0.9999939076577904
2014-08-20,479.0,29.7,36.8,19.0,5.1,336.0,12.5,14.6,70.2,19.0,2.2,21.3,69.0,0.186,12.5,81.5,17.9,21.5,0,1,0.8878153851364013,0.4601997847838517
2014-08-21,514.0,38.0,59.0,16.0,5.5,341.0,14.9,16.4,59.8,13.0,1.9,17.2,82.3,7.013,16.67,74.9,25.1,21.0,0,1,-0.7325428987873792,0.6807208689589174
2014-08-22,464.0,31.6,37.1,13.0,5.2,342.0,14.5,16.2,68.5,11.0,2.4,16.8,65.1,0.001,4.17,14.5,14.3,26.9,0,1,0.5792811723426788,0.8151277957285542
2014-08-23,509.0,29.4,36.0,16.0,5.0,352.0,27.2,42.3,63.8,16.0,2.1,19.3,62.3,0.0,0.0,48.4,10.8,21.7,0,0,0.8571673007021123,0.5150380749100542
2014-08-24,499.0,24.7,31.0,13.0,5.2,359.0,11.8,13.1,55.0,13.0,1.8,17.8,80.3,1.317,20.83,77.4,21.4,14.9,0,0,-0.965472630879225,0.2605045086426486
2014-08-25,706.0,52.8,125.3,24.0,5.8,293.0,21.7,37.4,47.3,16.0,3.3,15.9,66.3,0.0,0.0,45.3,17.8,24.3,0,0,-0.5210096318405764,-0.8535507972753275
2014-08-26,652.0,53.9,95.7,26.0,6.3,240.0,17.4,22.5,51.5,19.0,6.1,16.5,71.2,0.0,0.0,72.1,21.5,22.8,0,1,-0.1114689322063255,-0.9937679191605964
2014-08-27,354.0,37.9,69.1,21.0,5.5,239.0,8.5,9.7,56.5,15.0,4.0,18.6,76.8,0.033,12.5,81.5,28.6,19.9,0,1,-0.9526614812535864,-0.3040330609254899
2014-08-28,334.2,46.1,66.4,18.0,5.5,244.0,14.4,16.2,69.8,15.0,4.2,16.1,61.4,0.007,4.17,21.6,18.0,24.5,0,1,-0.9650164944723116,0.262189178640864
2014-08-29,350.0,64.9,118.2,27.0,5.9,261.0,20.0,22.0,65.9,20.0,3.9,16.9,61.7,0.0,0.0,14.2,14.3,26.6,0,1,-0.3762242631393654,-0.9265286308718372
2014-08-30,294.0,49.3,78.2,29.0,5.9,275.0,20.9,24.9,61.3,24.0,6.1,18.8,60.9,0.0,0.0,26.3,10.7,21.0,0,0,0.8737722230354653,-0.4863353804234904
2014-08-31,220.0,33.4,38.2,29.0,5.8,269.0,18.1,20.2,66.9,26.0,5.4,20.9,62.9,0.003,4.17,61.0,14.1,19.6,0,0,0.9999939076577904,0.0034906514152237
2014-09-01,215.0,37.6,47.6,28.0,5.7,270.0,30.1,36.9,58.4,24.0,4.6,21.9,61.6,0.002,4.17,57.8,21.3,22.4,1,0,0.8886172326549489,0.4586495544843149
2014-09-02,207.0,32.8,40.3,30.0,5.7,275.0,23.3,30.8,64.8,29.0,4.2,21.9,60.2,0.0,0.0,70.7,28.5,21.4,1,1,0.7901550123756904,0.6129070536529765
2014-09-03,241.0,30.0,33.6,40.0,5.8,302.0,39.3,47.2,52.1,38.0,4.9,21.5,66.4,0.1,8.33,89.1,31.9,16.6,1,1,0.6560590289905073,0.754709580222772
2014-09-04,246.0,33.6,38.2,40.0,6.0,307.0,39.7,46.2,57.5,37.0,5.2,22.2,58.1,0.0,0.0,87.4,28.4,19.6,1,1,0.7431448254773942,0.6691306063588582
2014-09-05,356.0,49.2,67.4,39.0,6.1,318.0,31.0,34.9,61.0,33.0,4.6,20.7,60.0,0.001,4.17,93.5,24.8,18.7,1,1,0.9284858268809136,0.3713678355502347
2014-09-06,333.0,37.0,46.1,35.0,6.0,323.0,18.8,21.3,58.1,29.0,4.6,20.1,68.5,0.001,4.17,88.6,17.7,16.3,1,0,-0.981292663992245,-0.192521966525908
2014-09-07,325.0,27.6,37.6,33.0,6.0,328.0,13.7,15.3,64.7,29.0,4.9,20.6,68.8,0.001,4.17,91.3,14.3,15.2,1,0,-0.2756373558169989,0.9612616959383188
2014-09-08,582.0,61.4,144.8,48.0,6.8,341.0,26.3,40.4,50.9,31.0,4.3,19.7,73.3,6.757,8.33,76.3,21.1,14.0,1,0,0.1201368388346472,-0.9927573419294456
2014-09-09,566.0,60.9,144.9,48.0,6.7,333.0,20.4,24.1,54.7,32.0,3.8,20.2,70.2,0.001,4.17,5.9,11.0,16.8,1,1,-0.5692795234308441,-0.8221440410307375
2014-09-10,386.0,43.1,70.6,33.0,6.3,340.0,20.5,22.7,49.8,26.0,3.4,18.0,80.2,0.674,16.67,73.8,17.8,13.1,1,1,0.4368017883677021,0.8995577789551803
2014-09-11,379.0,37.5,57.9,24.0,6.4,344.0,17.8,21.1,55.1,18.0,4.5,19.4,82.6,17.012,20.83,85.3,17.9,17.3,1,1,0.9354440308298672,0.3534748437792571
2014-09-12,418.0,50.2,75.5,29.0,6.4,350.0,16.7,18.2,61.3,21.0,4.0,18.2,78.6,2.986,16.67,70.6,24.9,15.8,1,1,0.9372819894918916,-0.3485720473218152
2014-09-13,373.0,25.9,38.0,23.0,6.1,361.0,23.2,28.7,38.5,21.0,3.3,16.6,90.4,3.557,20.83,89.5,21.4,10.1,1,0,0.6652303546543609,0.7466381822853914
2014-09-14,439.0,25.3,39.6,23.0,6.5,382.0,23.8,29.1,30.9,21.0,3.2,17.6,93.9,13.014,20.83,95.2,17.8,5.3,1,0,0.1253332335643042,0.992114701314478
2014-09-15,473.0,35.3,66.5,33.0,6.8,377.0,14.2,19.1,42.5,24.0,3.6,18.7,84.0,0.38,16.67,88.5,17.8,11.1,1,0,-0.971134279909636,-0.2385334575785811
2014-09-16,561.0,42.9,101.1,45.0,7.0,393.0,28.2,46.5,22.5,30.0,2.7,17.3,82.8,0.004,8.33,91.1,11.0,13.7,1,1,0.943222657947601,0.3321611318837034
2014-09-17,500.0,39.2,69.4,38.0,6.7,373.0,16.3,21.1,38.5,25.0,1.3,16.7,84.2,0.001,4.17,62.7,12.5,12.0,1,1,0.943222657947601,-0.3321611318837033
2014-09-18,781.0,50.9,158.7,48.0,7.3,427.0,28.4,79.4,37.6,30.0,3.5,16.1,74.5,0.0,0.0,9.9,11.6,14.8,1,1,0.9948807088287882,0.1010562971829463
2014-09-19,635.0,63.3,128.5,44.0,7.1,390.0,21.8,32.3,55.6,28.0,4.0,17.0,66.8,0.001,4.17,57.2,17.9,18.4,1,1,0.6959127965923142,-0.7181262977631889
2014-09-20,541.0,43.3,65.0,33.0,7.5,379.0,8.4,9.5,61.2,25.0,4.2,18.1,74.5,0.012,8.33,82.1,18.0,15.1,1,0,1.2246467991473532e-16,-1.0
2014-09-21,518.0,31.7,54.6,22.0,6.6,388.0,10.1,11.8,37.4,16.0,1.1,18.4,87.7,0.44,12.5,71.5,24.9,8.9,1,0,-0.4083304603813848,-0.9128341772330428
2014-09-22,514.0,40.5,87.9,20.0,6.9,375.0,11.6,13.7,43.2,10.0,1.3,15.2,86.1,1.195,16.67,80.3,26.8,18.8,1,0,-0.9420574527872968,-0.3354515697502552
2014-09-23,467.0,32.3,52.9,15.0,6.3,381.0,18.9,24.1,44.3,10.0,1.8,12.8,77.3,3.037,12.5,82.2,21.4,18.4,1,1,-0.6807208689589177,0.7325428987873789
2014-09-24,594.0,44.8,104.1,26.0,6.9,400.0,21.0,31.9,43.7,16.0,1.9,11.3,67.3,0.395,8.33,45.2,10.8,21.6,1,1,0.8633955506067716,0.5045276238150193
2014-09-25,541.0,49.3,107.2,32.0,7.1,436.0,26.3,35.3,37.3,24.0,1.8,11.2,72.6,0.003,4.17,71.3,10.8,20.6,1,1,0.5060337641211637,-0.8625136692072575
2014-09-26,222.0,32.0,59.7,20.0,5.3,426.0,24.9,32.1,31.9,15.0,1.5,13.2,80.5,3.85,16.67,91.3,14.3,15.3,1,1,0.1322563902571224,0.9912155402515416
